하늘 님과 카카오톡 대화
저장한 날짜 : 2026년 8월 4일 오전 11:00

2025년 1월 6일 오후 3:04, 민서 : 아까 얘기한 거 정리해봤어
2025년 3월 5일 오전 9:23, 하늘 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 3월 5일 오전 9:44, 민서 : 그래
2025년 3월 5일 오전 9:46, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 3월 5일 오전 10:20, 하늘 : 무슨 일 있었어?
2025년 3월 5일 오전 10:23, 하늘 : ㅋㅋ
2025년 3월 5일 오전 10:43, 민서 : 그래서 어떻게 됐어?
2025년 3월 12일 오후 7:01, 하늘 : 괜찮아 신경 쓰지 마
2025년 3월 12일 오후 7:06, 하늘 : 무슨 일 있었어?
2025년 3월 12일 오후 7:40, 민서 : 내일 볼 수 있어?
2025년 3월 12일 오후 7:46, 민서 : 무슨 일 있었어?
2025년 3월 12일 오후 8:18, 하늘 : 아 그래?
2025년 3월 12일 오후 8:25, 민서 : 오늘 좀 힘들었어
2025년 3월 18일 오후 8:03, 하늘 : ㅇㅇ
2025년 3월 18일 오후 8:04, 하늘 : 밥은 먹었어?
2025년 3월 18일 오후 8:32, 민서 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 3월 18일 오후 8:35, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 3월 18일 오후 8:39, 민서 : ㅇㅇ
2025년 3월 18일 오후 8:51, 하늘 : 넹
2025년 3월 18일 오후 9:14, 민서 : 밥 먹었어?
2025년 3월 18일 오후 9:50, 하늘 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 3월 19일 오전 8:03, 하늘 : 이모티콘
2025년 3월 19일 오전 8:42, 민서 : 무슨 일 있었어?
2025년 3월 19일 오전 8:45, 민서 : 나 이제 자러 갈게
2025년 3월 19일 오전 8:51, 민서 : ㅇㅋ
2025년 3월 19일 오전 8:54, 하늘 : 지금 시간 괜찮아?
2025년 3월 19일 오전 8:59, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 3월 19일 오전 9:06, 민서 : ㅇㅋ
2025년 3월 19일 오전 9:12, 민서 : 나 이제 자러 갈게
2025년 3월 19일 오전 9:13, 민서 : 밥 먹었어?
2025년 4월 1일 오후 2:06, 하늘 : 사진
2025년 4월 1일 오후 2:21, 민서 : 주말에 뭐 해?
2025년 4월 1일 오후 2:26, 민서 : 내일 몇 시에 볼까
2025년 4월 1일 오후 2:59, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 4월 1일 오후 3:39, 민서 : 넹
2025년 4월 1일 오후 3:41, 민서 : 굿
2025년 4월 1일 오후 3:44, 하늘 : ㅇㅇ
2025년 4월 1일 오후 3:45, 하늘 : 굿
메시지가 삭제되었습니다.
2025년 4월 1일 오후 4:27, 민서 : 응
2025년 4월 1일 오후 5:00, 하늘 : 방금 도착했어
2025년 4월 7일 오전 12:57, 민서 : 조금만 기다려줘
2025년 4월 7일 오전 1:20, 하늘 : ㅇㅋ
2025년 4월 7일 오전 1:25, 하늘 : 사진
2025년 4월 7일 오전 1:26, 하늘 : 아까 얘기한 거 정리해봤어
1. 금요일 저녁
2. 장소는 성수
3. 예약은 내가 할게
2025년 4월 7일 오전 2:03, 민서 : 오늘 어땠어?
2025년 4월 7일 오전 2:05, 민서 : 이모티콘
2025년 4월 7일 오전 2:08, 민서 : 고마워 진짜
2025년 4월 7일 오전 2:23, 하늘 : ㅇㅇ
2025년 4월 7일 오전 2:26, 하늘 : ㅇㅋ
2025년 4월 7일 오전 2:31, 하늘 : 알겠어
2025년 4월 7일 오전 2:48, 민서 : 내일 볼 수 있어?
2025년 4월 7일 오전 2:54, 민서 : 내일 몇 시에 볼까
2025년 4월 7일 오전 2:59, 민서 : 나 이제 자러 갈게
2025년 4월 7일 오전 3:43, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 4월 7일 오전 3:47, 하늘 : 알겠어
2025년 4월 14일 오전 9:01, 민서 : 오늘 어땠어?
2025년 4월 14일 오전 9:29, 하늘 : 생각해봤는데
지금 당장 결정 안 해도 될 것 같아
조금 더 두고 보자
2025년 4월 14일 오전 9:34, 하늘 : 그래
2025년 4월 14일 오전 10:20, 민서 : ㅇㅇ
2025년 4월 14일 오전 10:22, 민서 : 밥은 먹었어?
2025년 4월 14일 오전 10:51, 하늘 : ㅇㅇ
2025년 4월 14일 오전 11:13, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 4월 14일 오전 11:14, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 4월 14일 오전 11:31, 하늘 : 내일 볼 수 있어?
2025년 4월 14일 오전 11:37, 하늘 : 오늘 좀 힘들었어
2025년 4월 14일 오후 12:14, 민서 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 4월 14일 오후 12:17, 민서 : ㅇㅇ
2025년 4월 14일 오후 12:52, 하늘 : 응
2025년 4월 14일 오후 12:56, 하늘 : 그래서 어떻게 됐어?
2025년 4월 20일 오후 9:04, 민서 : 지금 시간 괜찮아?
2025년 4월 20일 오후 9:08, 민서 : 나 이제 자러 갈게
2025년 4월 20일 오후 9:50, 하늘 : 아 그래?
2025년 4월 20일 오후 9:52, 하늘 : 생각해봤는데
지금 당장 결정 안 해도 될 것 같아
조금 더 두고 보자
2025년 4월 20일 오후 10:33, 민서 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 4월 20일 오후 10:36, 민서 : 지금 뭐해
2025년 4월 20일 오후 10:49, 하늘 : 밥은 먹었어?
2025년 4월 20일 오후 10:50, 하늘 : 고마워 진짜
2025년 4월 20일 오후 11:22, 민서 : 내일 볼 수 있어?
2025년 4월 20일 오후 11:26, 민서 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 4월 21일 오전 12:07, 하늘 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 4월 21일 오전 12:30, 민서 : 방금 도착했어
2025년 4월 27일 오후 4:02, 민서 : 오늘 어땠어?
2025년 4월 27일 오후 4:06, 하늘 : 응
2025년 4월 27일 오후 4:08, 하늘 : 지금 뭐해
2025년 4월 27일 오후 4:49, 민서 : 내일 볼 수 있어?
2025년 4월 27일 오후 4:55, 민서 : 방금 도착했어
2025년 4월 27일 오후 4:57, 민서 : 오늘 어땠어?
2025년 4월 27일 오후 5:16, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 4월 27일 오후 5:22, 하늘 : ㅎㅎ
2025년 4월 27일 오후 5:24, 하늘 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 4월 27일 오후 5:30, 민서 : 밥 먹었어?
2025년 4월 27일 오후 5:36, 민서 : 고마워 진짜
2025년 4월 27일 오후 5:40, 민서 : 오늘 좀 힘들었어
2025년 4월 27일 오후 6:19, 하늘 : 밥 먹었어?
2025년 4월 27일 오후 6:22, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 4월 27일 오후 6:27, 하늘 : 그래
2025년 4월 27일 오후 6:45, 민서 : ㅇㅋ
2025년 5월 3일 오후 6:06, 민서 : 이모티콘
2025년 5월 3일 오후 6:11, 민서 : 방금 도착했어
2025년 5월 3일 오후 6:12, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 5월 3일 오후 6:39, 하늘 : 밥은 먹었어?
2025년 5월 3일 오후 6:43, 하늘 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 5월 3일 오후 6:59, 민서 : 지금 시간 괜찮아?
2025년 5월 3일 오후 7:05, 하늘 : 지금 시간 괜찮아?
2025년 5월 3일 오후 7:07, 하늘 : ㅎㅎ
2025년 5월 3일 오후 7:13, 하늘 : ㅇㅇ
2025년 5월 3일 오후 7:34, 민서 : 사진
2025년 5월 3일 오후 7:37, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 5월 3일 오후 8:12, 하늘 : 오늘 어땠어?
2025년 5월 3일 오후 8:15, 민서 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 5월 3일 오후 8:19, 민서 : 오늘 좀 힘들었어
2025년 5월 3일 오후 8:20, 민서 : 생각해봤는데
지금 당장 결정 안 해도 될 것 같아
조금 더 두고 보자
2025년 5월 3일 오후 8:54, 하늘 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 5월 4일 오전 8:03, 민서 : 방금 도착했어
2025년 5월 4일 오전 8:09, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 5월 4일 오전 8:28, 하늘 : 사진
2025년 5월 4일 오전 8:33, 하늘 : 넹
2025년 5월 4일 오전 9:12, 민서 : ㅋㅋ
2025년 5월 4일 오전 9:16, 민서 : 이모티콘
2025년 5월 4일 오전 9:24, 하늘 : 넹
2025년 5월 4일 오전 9:41, 민서 : 그래
2025년 5월 4일 오전 9:47, 민서 : 사진
2025년 5월 4일 오전 10:19, 하늘 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 5월 4일 오전 10:20, 하늘 : 주말에 뭐 해?
2025년 5월 4일 오전 10:22, 하늘 : 내일 볼 수 있어?
2025년 5월 4일 오전 10:41, 민서 : 굿
2025년 5월 16일 오후 7:06, 하늘 : 사진
2025년 5월 16일 오후 7:10, 하늘 : 무슨 일 있었어?
2025년 5월 16일 오후 7:20, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 5월 16일 오후 7:21, 민서 : 응
2025년 5월 16일 오후 7:22, 민서 : 조금만 기다려줘
2025년 5월 16일 오후 7:33, 하늘 : 그래
2025년 5월 16일 오후 7:38, 하늘 : 그건 좀 아쉽다
2025년 5월 16일 오후 7:43, 하늘 : 이모티콘
2025년 5월 16일 오후 8:15, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 5월 16일 오후 8:21, 민서 : 그래서 어떻게 됐어?
2025년 5월 16일 오후 9:03, 하늘 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 5월 16일 오후 9:06, 하늘 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 5월 16일 오후 9:10, 하늘 : 굿
2025년 5월 16일 오후 9:31, 민서 : 아 그래?
2025년 5월 16일 오후 9:34, 민서 : 굿
2025년 5월 16일 오후 9:36, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 5월 16일 오후 10:16, 하늘 : 응
2025년 5월 16일 오후 10:18, 하늘 : 넹
2025년 5월 23일 오전 10:06, 민서 : 그래
2025년 5월 23일 오전 10:08, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 5월 23일 오전 10:11, 민서 : 주말에 뭐 해?
2025년 5월 23일 오전 10:44, 하늘 : 사진
2025년 5월 23일 오전 10:49, 하늘 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 5월 23일 오전 10:54, 하늘 : 내일 몇 시에 볼까
2025년 5월 23일 오전 11:25, 민서 : 괜찮아 신경 쓰지 마
2025년 5월 23일 오전 11:27, 민서 : 밥은 먹었어?
2025년 5월 23일 오전 11:32, 민서 : 사진
2025년 5월 23일 오전 11:40, 하늘 : ㅎㅎ
2025년 5월 23일 오전 11:47, 민서 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 5월 23일 오후 12:22, 하늘 : 지금 시간 괜찮아?
2025년 5월 23일 오후 12:26, 하늘 : ㅋㅋ
2025년 5월 23일 오후 12:27, 하늘 : ㅇㅇ
2025년 5월 23일 오후 12:37, 민서 : ㅎㅎ
2025년 5월 23일 오후 12:41, 민서 : 굿
2025년 5월 23일 오후 12:47, 민서 : 응
2025년 5월 23일 오후 1:00, 하늘 : 내일 볼 수 있어?
2025년 5월 23일 오후 1:02, 하늘 : 무슨 일 있었어?
2025년 5월 23일 오후 1:06, 하늘 : 무슨 일 있었어?
2025년 5월 23일 오후 1:33, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 5월 29일 오후 3:01, 하늘 : 오늘 어땠어?
2025년 5월 29일 오후 3:02, 하늘 : 사진
2025년 5월 29일 오후 3:08, 하늘 : 밥은 먹었어?
2025년 5월 29일 오후 3:39, 민서 : 주말에 뭐 해?
2025년 5월 29일 오후 3:41, 민서 : ㅇㅇ
2025년 5월 29일 오후 3:53, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 5월 29일 오후 3:55, 하늘 : 그건 좀 아쉽다
2025년 5월 29일 오후 4:38, 민서 : 방금 도착했어
2025년 5월 29일 오후 5:10, 하늘 : 오늘 어땠어?
2025년 5월 29일 오후 5:53, 민서 : ㅇㅇ
2025년 5월 29일 오후 5:57, 하늘 : 밥은 먹었어?
2025년 6월 5일 오후 7:03, 민서 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 6월 5일 오후 7:24, 하늘 : 그래
2025년 6월 5일 오후 7:28, 하늘 : 넹
2025년 6월 5일 오후 7:49, 민서 : 무슨 일 있었어?
2025년 6월 5일 오후 7:54, 민서 : 괜찮아 신경 쓰지 마
2025년 6월 5일 오후 7:57, 민서 : 내일 볼 수 있어?
2025년 6월 5일 오후 8:10, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 6월 5일 오후 8:15, 하늘 : 굿
2025년 6월 5일 오후 8:18, 하늘 : ㅇㅇ
2025년 6월 11일 오전 9:04, 하늘 : ㅋㅋ
2025년 6월 11일 오전 9:36, 민서 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 6월 11일 오전 9:39, 민서 : 내일 몇 시에 볼까
2025년 6월 11일 오전 10:00, 하늘 : ㅎㅎ
2025년 6월 11일 오전 10:05, 하늘 : 이모티콘
2025년 6월 11일 오전 10:06, 하늘 : 주말에 뭐 해?
2025년 6월 18일 오전 12:32, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 6월 18일 오전 12:35, 민서 : ㅎㅎ
2025년 6월 18일 오전 1:08, 하늘 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 6월 18일 오전 1:11, 하늘 : ㅎㅎ
2025년 6월 18일 오전 1:21, 민서 : 조금만 기다려줘
2025년 6월 18일 오전 1:41, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 6월 18일 오전 1:46, 하늘 : 그래서 어떻게 됐어?
2025년 6월 18일 오전 2:27, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 6월 18일 오전 2:33, 민서 : 아 그래?
2025년 6월 18일 오전 2:39, 하늘 : ㅇㅇ
2025년 6월 19일 오전 8:00, 민서 : 나 이제 자러 갈게
2025년 6월 19일 오전 8:05, 민서 : ㅇㅋ
2025년 6월 19일 오전 8:11, 민서 : 응
2025년 6월 19일 오전 8:25, 하늘 : 그래
2025년 6월 19일 오전 8:31, 하늘 : 굿
2025년 6월 19일 오전 8:33, 하늘 : ㅎㅎ
2025년 6월 19일 오전 9:17, 민서 : 알겠어
2025년 6월 19일 오전 9:22, 민서 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 6월 19일 오전 9:28, 민서 : 밥 먹었어?
2025년 6월 19일 오전 9:38, 하늘 : 아 그래?
2025년 6월 19일 오전 10:19, 민서 : 내일 몇 시에 볼까
2025년 6월 19일 오전 10:24, 민서 : 내일 볼 수 있어?
2025년 6월 19일 오전 10:29, 민서 : 밥 먹었어?
2025년 6월 30일 오전 10:06, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 6월 30일 오전 10:24, 민서 : 밥은 먹었어?
2025년 6월 30일 오전 10:28, 민서 : 지금 시간 괜찮아?
2025년 6월 30일 오전 10:33, 민서 : 그래서 어떻게 됐어?
2025년 6월 30일 오전 10:55, 하늘 : 방금 도착했어
2025년 6월 30일 오전 11:00, 하늘 : 그래서 어떻게 됐어?
2025년 6월 30일 오전 11:17, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 6월 30일 오전 11:20, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 6월 30일 오전 11:23, 민서 : ㅇㅇ
2025년 7월 7일 오전 11:02, 하늘 : 나 이제 자러 갈게
2025년 7월 7일 오전 11:44, 민서 : 응
2025년 7월 7일 오전 11:48, 민서 : 오늘 좀 힘들었어
2025년 7월 7일 오전 11:52, 민서 : 넹
2025년 7월 7일 오후 12:06, 하늘 : 오늘 좀 힘들었어
2025년 7월 7일 오후 12:27, 민서 : 그건 좀 아쉽다
2025년 7월 7일 오후 12:32, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 7월 7일 오후 1:10, 하늘 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 7월 7일 오후 1:16, 하늘 : 그래
