하늘 님과 카카오톡 대화
저장한 날짜 : 2026년 8월 4일 오전 11:00

2025년 1월 7일 오후 4:01, 민서 : 아 그래?
2025년 1월 23일 오전 9:00, 하늘 : 괜찮아 신경 쓰지 마
2025년 1월 23일 오전 9:17, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 1월 23일 오전 9:18, 민서 : 밥은 먹었어?
2025년 1월 23일 오전 9:37, 하늘 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 1월 23일 오전 9:43, 하늘 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 1월 23일 오전 9:59, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 1월 23일 오전 10:04, 민서 : 고마워 진짜
2025년 1월 23일 오전 10:07, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 1월 30일 오전 11:04, 민서 : 괜찮아 신경 쓰지 마
2025년 1월 30일 오전 11:29, 하늘 : 사진
2025년 1월 30일 오전 11:55, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 1월 30일 오후 12:00, 민서 : 굿
2025년 1월 30일 오후 12:05, 민서 : 지금 뭐해
2025년 2월 3일 오후 9:01, 민서 : 사진
2025년 2월 3일 오후 9:22, 하늘 : 무슨 일 있었어?
2025년 2월 3일 오후 9:25, 하늘 : 밥 먹었어?
2025년 2월 3일 오후 9:29, 하늘 : 무슨 일 있었어?
2025년 2월 3일 오후 9:53, 민서 : 밥은 먹었어?
2025년 2월 3일 오후 9:55, 민서 : 오늘 있었던 일 순서대로 말하면
아침에 늦잠 자고
점심에 회의 두 개 하고
저녁엔 그냥 뻗었어
2025년 2월 3일 오후 10:13, 하늘 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 2월 3일 오후 10:14, 하늘 : 아 그래?
2025년 2월 3일 오후 10:20, 하늘 : 응
2025년 2월 3일 오후 10:33, 민서 : 그래
2025년 2월 3일 오후 11:06, 하늘 : 굿
2025년 2월 7일 오전 10:01, 민서 : 밥 먹었어?
2025년 2월 7일 오전 10:05, 민서 : 오늘 어땠어?
2025년 2월 7일 오전 10:06, 민서 : 오늘 좀 힘들었어
2025년 2월 7일 오전 10:22, 하늘 : 밥은 먹었어?
2025년 2월 7일 오전 10:28, 하늘 : 그건 좀 아쉽다
2025년 2월 7일 오전 11:03, 민서 : 이모티콘
2025년 2월 7일 오전 11:06, 민서 : 사진
2025년 2월 7일 오전 11:16, 하늘 : 오늘 어땠어?
2025년 2월 7일 오전 11:22, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 2월 11일 오후 1:03, 하늘 : 오늘 어땠어?
2025년 2월 11일 오후 1:06, 하늘 : 아 그래?
2025년 2월 11일 오후 1:43, 민서 : ㅋㅋ
2025년 2월 11일 오후 1:49, 민서 : 오늘 어땠어?
2025년 2월 11일 오후 1:52, 민서 : 나 이제 자러 갈게
2025년 2월 11일 오후 2:30, 하늘 : 아 그래?
2025년 2월 11일 오후 2:31, 하늘 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 2월 11일 오후 3:02, 민서 : 그래
2025년 2월 11일 오후 3:08, 민서 : 그래서 어떻게 됐어?
2025년 2월 11일 오후 3:13, 민서 : 그건 좀 아쉽다
2025년 2월 11일 오후 3:56, 하늘 : 밥 먹었어?
2025년 2월 11일 오후 4:01, 하늘 : 밥은 먹었어?
2025년 2월 11일 오후 4:07, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 2월 15일 오후 5:02, 하늘 : 방금 도착했어
2025년 2월 15일 오후 5:04, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 2월 15일 오후 5:06, 하늘 : 응
2025년 2월 15일 오후 5:43, 민서 : 이모티콘
2025년 2월 15일 오후 5:47, 민서 : 그건 좀 아쉽다
2025년 2월 15일 오후 6:13, 하늘 : 밥 먹었어?
2025년 2월 15일 오후 6:18, 하늘 : 알겠어
2025년 2월 15일 오후 6:36, 민서 : 이모티콘
2025년 2월 15일 오후 6:38, 민서 : 그건 좀 아쉽다
2025년 2월 15일 오후 7:12, 하늘 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 2월 15일 오후 7:17, 하늘 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 2월 15일 오후 7:20, 하늘 : 조금만 기다려줘
2025년 2월 15일 오후 8:00, 민서 : 무슨 일 있었어?
2025년 2월 15일 오후 8:03, 민서 : 아까 얘기한 거 정리해봤어
1. 금요일 저녁
2. 장소는 성수
3. 예약은 내가 할게
2025년 2월 15일 오후 8:21, 하늘 : ㅇㅇ
2025년 2월 15일 오후 8:27, 하늘 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 2월 15일 오후 8:46, 민서 : 이모티콘
2025년 2월 15일 오후 8:50, 민서 : 알겠어
2025년 2월 19일 오후 2:05, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 2월 19일 오후 2:08, 하늘 : 그건 좀 아쉽다
2025년 2월 19일 오후 2:13, 하늘 : 내일 볼 수 있어?
2025년 2월 19일 오후 2:32, 민서 : 오늘 좀 힘들었어
2025년 2월 19일 오후 2:36, 민서 : 굿
2025년 2월 19일 오후 3:11, 하늘 : 조금만 기다려줘
2025년 2월 19일 오후 3:17, 하늘 : 지금 뭐해
2025년 2월 20일 오전 7:17, 하늘 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 2월 20일 오전 7:44, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 2월 20일 오전 7:48, 민서 : 괜찮아 신경 쓰지 마
2025년 2월 20일 오전 8:15, 하늘 : 내일 볼 수 있어?
2025년 2월 20일 오전 8:19, 민서 : ㅋㅋ
2025년 2월 20일 오전 8:24, 민서 : 굿
2025년 2월 20일 오전 8:45, 하늘 : ㅇㅋ
2025년 2월 20일 오전 8:49, 하늘 : 내일 몇 시에 볼까
2025년 2월 20일 오전 8:55, 하늘 : 그래서 어떻게 됐어?
2025년 2월 20일 오전 9:18, 민서 : 조금만 기다려줘
2025년 2월 20일 오전 9:20, 민서 : 아 그래?
2025년 2월 20일 오전 10:00, 하늘 : 사진
2025년 2월 20일 오전 10:03, 하늘 : 고마워 진짜
2025년 2월 28일 오전 11:03, 민서 : ㅎㅎ
2025년 2월 28일 오전 11:05, 민서 : 그래
2025년 2월 28일 오전 11:40, 하늘 : 밥 먹었어?
2025년 2월 28일 오전 11:44, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 2월 28일 오전 11:47, 하늘 : 사진
2025년 2월 28일 오후 12:31, 민서 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 2월 28일 오후 12:43, 하늘 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 2월 28일 오후 12:49, 하늘 : 고마워 진짜
2025년 2월 28일 오후 1:16, 민서 : 오늘 어땠어?
2025년 2월 28일 오후 1:22, 민서 : 밥 먹었어?
2025년 3월 3일 오전 12:20, 하늘 : 지금 뭐해
2025년 3월 3일 오전 12:43, 민서 : ㅎㅎ
2025년 3월 3일 오전 12:48, 민서 : 응
2025년 3월 3일 오전 12:50, 민서 : 나 이제 자러 갈게
2025년 3월 3일 오전 1:28, 하늘 : 내일 볼 수 있어?
2025년 3월 3일 오전 1:31, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 3월 7일 오전 10:04, 민서 : 내일 볼 수 있어?
2025년 3월 7일 오전 10:40, 하늘 : 이모티콘
2025년 3월 7일 오전 10:44, 민서 : 아 그래?
2025년 3월 7일 오전 10:54, 하늘 : 밥은 먹었어?
2025년 3월 7일 오전 10:57, 하늘 : 무슨 일 있었어?
2025년 3월 7일 오전 11:32, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 3월 7일 오전 11:35, 민서 : 이모티콘
2025년 3월 11일 오후 3:03, 민서 : 이모티콘
2025년 3월 11일 오후 3:31, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 3월 11일 오후 3:34, 하늘 : 내일 볼 수 있어?
2025년 3월 11일 오후 4:01, 민서 : 아까 얘기한 거 정리해봤어
1. 금요일 저녁
2. 장소는 성수
3. 예약은 내가 할게
2025년 3월 11일 오후 4:04, 민서 : 알겠어
2025년 3월 11일 오후 4:42, 하늘 : 알겠어
2025년 3월 11일 오후 4:46, 하늘 : 무슨 일 있었어?
2025년 3월 11일 오후 5:27, 민서 : 응
2025년 3월 11일 오후 5:32, 민서 : 내일 몇 시에 볼까
2025년 3월 15일 오후 9:02, 민서 : 지금 시간 괜찮아?
2025년 3월 15일 오후 9:08, 민서 : 응
2025년 3월 15일 오후 9:14, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 3월 15일 오후 9:37, 하늘 : 고마워 진짜
2025년 3월 15일 오후 9:41, 하늘 : 그래서 어떻게 됐어?
2025년 3월 15일 오후 9:46, 하늘 : ㅋㅋ
2025년 3월 15일 오후 10:02, 민서 : ㅇㅋ
2025년 3월 15일 오후 10:08, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 3월 15일 오후 10:13, 민서 : 사진
2025년 3월 15일 오후 10:39, 하늘 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 3월 15일 오후 10:58, 민서 : 지금 뭐해
2025년 3월 15일 오후 11:31, 하늘 : 사진
2025년 3월 15일 오후 11:32, 하늘 : 이모티콘
2025년 3월 15일 오후 11:37, 하늘 : 내일 볼 수 있어?
2025년 3월 15일 오후 11:50, 민서 : 그래
2025년 3월 15일 오후 11:51, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 3월 15일 오후 11:52, 민서 : ㅇㅇ
2025년 3월 19일 오후 2:06, 하늘 : 그건 좀 아쉽다
2025년 3월 19일 오후 2:39, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 3월 19일 오후 2:43, 민서 : ㅇㅋ
메시지가 삭제되었습니다.
2025년 3월 19일 오후 2:45, 민서 : ㅇㅇ
2025년 3월 19일 오후 3:08, 하늘 : 지금 뭐해
2025년 3월 19일 오후 3:11, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 3월 19일 오후 3:12, 하늘 : 주말에 뭐 해?
2025년 3월 19일 오후 3:43, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 3월 19일 오후 3:49, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 3월 20일 오전 8:00, 민서 : 주말에 뭐 해?
2025년 3월 20일 오전 8:05, 민서 : 오늘 어땠어?
2025년 3월 20일 오전 8:19, 하늘 : 아 그래?
2025년 3월 20일 오전 8:25, 하늘 : 아까 얘기한 거 정리해봤어
1. 금요일 저녁
2. 장소는 성수
3. 예약은 내가 할게
2025년 3월 20일 오전 8:29, 하늘 : 오늘 어땠어?
2025년 3월 20일 오전 8:46, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 3월 20일 오전 9:05, 하늘 : 괜찮아 신경 쓰지 마
2025년 3월 20일 오전 9:11, 민서 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 3월 20일 오전 9:22, 하늘 : 내일 몇 시에 볼까
2025년 3월 20일 오전 9:52, 민서 : 그래서 어떻게 됐어?
2025년 3월 20일 오전 9:58, 민서 : 응
2025년 3월 20일 오전 10:17, 하늘 : 그래서 어떻게 됐어?
2025년 3월 27일 오후 2:06, 하늘 : 조금만 기다려줘
2025년 3월 27일 오후 2:08, 하늘 : 이모티콘
2025년 3월 27일 오후 2:30, 민서 : 지금 시간 괜찮아?
2025년 3월 27일 오후 2:34, 민서 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 3월 27일 오후 3:12, 하늘 : 넹
2025년 3월 27일 오후 3:14, 하늘 : 알겠어
2025년 3월 27일 오후 3:16, 하늘 : 사진
2025년 3월 27일 오후 3:37, 민서 : 생각해봤는데
지금 당장 결정 안 해도 될 것 같아
조금 더 두고 보자
2025년 3월 27일 오후 3:42, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 3월 27일 오후 3:48, 민서 : 고마워 진짜
2025년 3월 27일 오후 4:27, 하늘 : 굿
2025년 3월 27일 오후 5:01, 민서 : 그래서 어떻게 됐어?
2025년 3월 27일 오후 5:02, 민서 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 3월 27일 오후 5:44, 하늘 : 주말에 뭐 해?
2025년 3월 27일 오후 5:50, 하늘 : 나 이제 자러 갈게
2025년 3월 27일 오후 5:54, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 3월 27일 오후 6:36, 민서 : 조금만 기다려줘
2025년 3월 31일 오후 8:06, 하늘 : 괜찮아 신경 쓰지 마
2025년 3월 31일 오후 8:08, 하늘 : 이모티콘
2025년 3월 31일 오후 8:13, 하늘 : 지금 시간 괜찮아?
2025년 3월 31일 오후 8:17, 민서 : 아까 얘기한 거 정리해봤어
1. 금요일 저녁
2. 장소는 성수
3. 예약은 내가 할게
2025년 3월 31일 오후 8:46, 하늘 : 굿
2025년 3월 31일 오후 8:49, 하늘 : 알겠어
2025년 3월 31일 오후 8:52, 하늘 : 밥 먹었어?
2025년 3월 31일 오후 9:18, 민서 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 3월 31일 오후 9:21, 민서 : 주말에 뭐 해?
2025년 3월 31일 오후 10:05, 하늘 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 3월 31일 오후 10:10, 하늘 : 괜찮아 신경 쓰지 마
2025년 3월 31일 오후 10:12, 하늘 : 넹
2025년 3월 31일 오후 10:53, 민서 : ㅇㅋ
2025년 3월 31일 오후 11:06, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 3월 31일 오후 11:09, 하늘 : ㅋㅋ
2025년 3월 31일 오후 11:36, 민서 : 생각해봤는데
지금 당장 결정 안 해도 될 것 같아
조금 더 두고 보자
2025년 3월 31일 오후 11:46, 하늘 : 그래서 어떻게 됐어?
2025년 3월 31일 오후 11:52, 하늘 : 주말에 뭐 해?
2025년 4월 4일 오후 3:06, 민서 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 4월 4일 오후 3:07, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 4월 4일 오후 3:47, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 4월 4일 오후 3:51, 하늘 : 조금만 기다려줘
2025년 4월 4일 오후 3:56, 하늘 : 굿
2025년 4월 4일 오후 4:09, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 4월 4일 오후 4:12, 민서 : 무슨 일 있었어?
2025년 4월 4일 오후 4:18, 민서 : 사진
2025년 4월 4일 오후 4:38, 하늘 : 그래
2025년 4월 4일 오후 4:43, 하늘 : 그건 좀 아쉽다
2025년 4월 4일 오후 4:55, 민서 : 밥 먹었어?
2025년 4월 4일 오후 5:14, 하늘 : 지금 뭐해
2025년 4월 4일 오후 5:19, 하늘 : 그래서 어떻게 됐어?
2025년 4월 4일 오후 5:24, 하늘 : 지금 뭐해
2025년 4월 4일 오후 6:05, 민서 : 넹
2025년 4월 4일 오후 6:42, 하늘 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 4월 4일 오후 7:15, 민서 : 굿
2025년 4월 4일 오후 7:19, 민서 : ㅋㅋ
2025년 4월 4일 오후 7:21, 민서 : 알겠어
2025년 4월 9일 오후 4:03, 민서 : 그건 좀 아쉽다
2025년 4월 9일 오후 4:04, 민서 : 무슨 일 있었어?
2025년 4월 9일 오후 4:23, 하늘 : 오늘 좀 힘들었어
2025년 4월 9일 오후 4:40, 민서 : 응
2025년 4월 13일 오후 6:06, 하늘 : 그래
2025년 4월 13일 오후 6:19, 민서 : 이모티콘
2025년 4월 13일 오후 6:23, 민서 : 나 이제 자러 갈게
2025년 4월 13일 오후 6:24, 민서 : 이모티콘
2025년 4월 13일 오후 6:48, 하늘 : 사진
2025년 4월 13일 오후 7:17, 민서 : 조금만 기다려줘
2025년 4월 13일 오후 7:20, 민서 : 사진
2025년 4월 13일 오후 7:26, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 4월 17일 오전 12:31, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 4월 17일 오전 12:36, 민서 : 오늘 어땠어?
2025년 4월 17일 오전 1:14, 하늘 : 알겠어
2025년 4월 17일 오전 1:19, 하늘 : ㅎㅎ
2025년 4월 17일 오전 1:29, 민서 : 밥은 먹었어?
2025년 4월 17일 오전 1:48, 하늘 : 이모티콘
2025년 4월 17일 오전 1:50, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 4월 17일 오전 1:54, 하늘 : ㅋㅋ
2025년 4월 17일 오전 2:04, 민서 : 넹
2025년 4월 17일 오전 2:09, 민서 : 내일 몇 시에 볼까
2025년 4월 17일 오전 2:17, 하늘 : 굿
2025년 4월 17일 오전 2:35, 민서 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 4월 17일 오전 2:50, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 4월 17일 오전 2:56, 하늘 : 조금만 기다려줘
2025년 4월 17일 오전 3:01, 하늘 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 4월 18일 오전 8:07, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 4월 18일 오전 8:12, 민서 : 이모티콘
2025년 4월 18일 오전 8:25, 하늘 : 굿
2025년 4월 18일 오전 8:26, 하늘 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 4월 18일 오전 8:29, 하늘 : 오늘 어땠어?
2025년 4월 18일 오전 8:59, 민서 : 내일 볼 수 있어?
2025년 4월 18일 오전 9:00, 민서 : 알겠어
2025년 4월 18일 오전 9:04, 민서 : 방금 도착했어
2025년 4월 18일 오전 9:32, 하늘 : ㅇㅋ
2025년 4월 18일 오전 9:38, 민서 : 아 그래?
2025년 4월 18일 오전 9:41, 민서 : 내일 볼 수 있어?
2025년 4월 18일 오전 9:47, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 4월 18일 오전 9:50, 하늘 : 사진
2025년 4월 24일 오전 10:06, 하늘 : 아 그래?
2025년 4월 24일 오전 10:07, 하늘 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 4월 24일 오전 10:09, 하늘 : 응
2025년 4월 24일 오전 10:51, 민서 : ㅎㅎ
2025년 4월 24일 오전 10:54, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 4월 24일 오전 10:57, 민서 : 내일 볼 수 있어?
2025년 4월 24일 오전 11:27, 하늘 : 사진
2025년 4월 24일 오전 11:42, 민서 : 오늘 좀 힘들었어
2025년 4월 24일 오전 11:44, 민서 : 내일 몇 시에 볼까
2025년 4월 24일 오전 11:45, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 4월 24일 오후 12:15, 하늘 : 그래
2025년 4월 24일 오후 12:16, 하늘 : 고마워 진짜
2025년 4월 24일 오후 12:22, 하늘 : 방금 도착했어
2025년 4월 24일 오후 12:44, 민서 : 지금 시간 괜찮아?
2025년 4월 24일 오후 12:49, 민서 : 사진
2025년 4월 24일 오후 12:50, 민서 : 넹
2025년 4월 28일 오후 5:05, 하늘 : 사진
2025년 4월 28일 오후 5:24, 민서 : 방금 도착했어
2025년 4월 28일 오후 5:29, 민서 : 지금 뭐해
2025년 4월 28일 오후 6:01, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
